JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,LT,RG,RR
2460506.166666667,A.D. 2024-Jul-14 16:00:00.0000,57845608.26806772,-140628637.4443641,7728.449206404388,27.05879134230046,11.22856084722544,0.0001836253921201347,507.2206838692883,152060935.5656149,
2460506.208333333,A.D. 2024-Jul-14 17:00:00.0000,57943005.59003343,-140588180.3326647,7729.102179586887,27.05082982951194,11.24761128051885,0.0001791239198309924,507.2195901363053,152060607.6727155,
2460506.25,A.D. 2024-Jul-14 18:00:00.0000,58040374.22742077,-140547654.6506264,7729.738801039755,27.04285546720011,11.26665547876891,0.0001745411181524048,507.2184924688668,152060278.6002961,
2460506.291666667,A.D. 2024-Jul-14 19:00:00.0000,58137714.1339907,-140507060.4207077,7730.35877814889,27.03486826607166,11.28569343524105,0.0001698770776377145,507.2173908762695,152059948.3511436,
2460506.333333333,A.D. 2024-Jul-14 20:00:00.0000,58235025.26354278,-140466397.6653908,7730.961818620563,27.02686823685301,11.30472514324687,0.0001651318926763068,507.2162853678221,152059616.9280488,
2460506.375,A.D. 2024-Jul-14 21:00:00.0000,58332307.56991523,-140425666.4071824,7731.547630518675,27.01885539029045,11.32375059614484,0.0001603056615859799,507.2151759528458,152059284.3338061,
2460506.416666667,A.D. 2024-Jul-14 22:00:00.0000,58429561.00698498,-140384866.6686127,7732.115922249854,27.01082973715021,11.34276978734104,0.0001553984866484726,507.2140626406735,152058950.5712135,
2460506.458333333,A.D. 2024-Jul-14 23:00:00.0000,58526785.52866776,-140343998.4722355,7732.666402623057,27.00279128821856,11.36178271028992,0.0001504104741867351,507.2129454406503,152058615.6430724,
2460506.5,A.D. 2024-Jul-15 00:00:00.0000,58623981.08891816,-140303061.8406283,7733.198780804873,26.99474005430185,11.380789358495,0.0001453417346226615,507.2118243621327,152058279.552188,
2460506.541666667,A.D. 2024-Jul-15 01:00:00.0000,58721147.64172974,-140262056.7963917,7733.712766379118,26.98667604622657,11.39978972550967,0.0001401923825543605,507.2106994144885,152057942.3013687,
2460506.583333333,A.D. 2024-Jul-15 02:00:00.0000,58818285.14113503,-140220983.3621497,7734.208069354296,26.97859927483939,11.41878380493798,0.0001349625368014529,507.2095706070971,152057603.8934262,
2460506.625,A.D. 2024-Jul-15 03:00:00.0000,58915393.54120565,-140179841.5605489,7734.684400185943,26.97050975100712,11.43777159043538,0.0001296523205027711,507.208437949349,152057264.3311758,
2460506.666666667,A.D. 2024-Jul-15 04:00:00.0000,59012472.7960524,-140138631.4142588,7735.14146976918,26.96240748561681,11.45675307570958,0.0001242618611625446,507.2073014506453,152056923.6174359,
2460506.708333333,A.D. 2024-Jul-15 05:00:00.0000,59109522.85982531,-140097352.9459715,7735.578989468515,26.95429248957561,11.47572825452129,0.0001187912907312239,507.2061611203976,152056581.755028,
2460506.75,A.D. 2024-Jul-15 06:00:00.0000,59206543.68671368,-140056006.1784014,7735.99667108804,26.94616477381083,11.49469712068513,0.0001132407456756468,507.2050169680282,152056238.7467768,
2460506.791666667,A.D. 2024-Jul-15 07:00:00.0000,59303535.23094621,-140014591.1342852,7736.394227020442,26.93802434926986,11.51365966807037,0.0001076103670571982,507.2038690029694,152055894.5955102,
2460506.833333333,A.D. 2024-Jul-15 08:00:00.0000,59400497.44679105,-139973107.8363812,7736.771370120347,26.92987122692002,11.53261589060186,0.0001019003005984231,507.2027172346638,152055549.3040588,
2460506.875,A.D. 2024-Jul-15 09:00:00.0000,59497430.28855585,-139931556.3074699,7737.127813734114,26.92170541774862,11.55156578226084,9.611069676740414e-05,507.2015616725629,152055202.8752562,
2460506.916666667,A.D. 2024-Jul-15 10:00:00.0000,59594333.71058787,-139889936.5703531,7737.46327187866,26.9135269327627,11.57050933708582,9.024171085236787e-05,507.2004023261282,152054855.3119389,
2460506.958333333,A.D. 2024-Jul-15 11:00:00.0000,59691207.667274,-139848248.6478541,7737.777458995581,26.90533578298901,11.58944654917344,8.429350303096328e-05,507.1992392048301,152054506.616946,
2460507.0,A.D. 2024-Jul-15 12:00:00.0000,59788052.11304089,-139806492.5628174,7738.070090219378,26.89713197947376,11.60837741267939,7.826623846973746e-05,507.198072318148,152054156.7931194,
2460507.041666667,A.D. 2024-Jul-15 13:00:00.0000,59884867.002355,-139764668.3381081,7738.340881250799,26.88891553328256,11.62730192181928,7.216008738275548e-05,507.19690167557,152053805.8433034,
2460507.083333333,A.D. 2024-Jul-15 14:00:00.0000,59981652.28972261,-139722775.9966124,7738.589548401535,26.88068645550014,11.64622007086955,6.597522512929999e-05,507.195727286592,152053453.7703451,
2460507.125,A.D. 2024-Jul-15 15:00:00.0000,60078407.92969002,-139680815.5612367,7738.81580863893,26.87244475723019,11.66513185416839,5.971183228670185e-05,507.1945491607184,152053100.5770936,
2460507.166666667,A.D. 2024-Jul-15 16:00:00.0000,60175133.87684344,-139638787.054908,7739.019379578531,26.86419044959511,11.68403726611666,5.337009474448706e-05,507.1933673074609,152052746.2664005,
2460507.208333333,A.D. 2024-Jul-15 17:00:00.0000,60271830.08580923,-139596690.5005729,7739.199979536235,26.85592354373573,11.70293630117884,4.695020377454284e-05,507.1921817363388,152052390.8411197,
2460507.25,A.D. 2024-Jul-15 18:00:00.0000,60368496.51125386,-139554525.9211983,7739.357327505946,26.84764405081111,11.72182895388394,4.045235613592268e-05,507.1909924568785,152052034.304107,
2460507.291666667,A.D. 2024-Jul-15 19:00:00.0000,60465133.107884,-139512293.3397703,7739.491143189371,26.83935198199814,11.74071521882646,3.387675414145974e-05,507.1897994786123,152051676.6582203,
2460507.333333333,A.D. 2024-Jul-15 20:00:00.0000,60561739.83044661,-139469992.7792945,7739.601147077978,26.83104734849132,11.75959509066736,2.722360576434824e-05,507.1886028110799,152051317.9063193,
2460507.375,A.D. 2024-Jul-15 21:00:00.0000,60658316.63372896,-139427624.2627955,7739.68706035614,26.82273016150233,11.77846856413499,2.04931247145268e-05,507.1874024638262,152050958.0512657,
2460507.416666667,A.D. 2024-Jul-15 22:00:00.0000,60754863.47255871,-139385187.813317,7739.748605035245,26.81440043225968,11.7973356340261,1.36855305328254e-05,507.1861984464023,152050597.0959226,
2460507.458333333,A.D. 2024-Jul-15 23:00:00.0000,60851380.30180401,-139342683.453921,7739.785503916442,26.80605817200841,11.81619629520677,6.801048680671329e-06,507.1849907683637,152050235.043155,
2460507.5,A.D. 2024-Jul-16 00:00:00.0000,60947867.07637349,-139300111.2076881,7739.797480605543,26.79770339200951,11.83505054261344,-1.600893630993028e-07,507.1837794392714,152049871.8958291,
2460507.541666667,A.D. 2024-Jul-16 01:00:00.0000,61044323.75121632,-139257471.0977167,7739.784259565175,26.78933610353962,11.85389837125385,-7.197646024081905e-06,507.1825644686904,152049507.6568122,
2460507.583333333,A.D. 2024-Jul-16 02:00:00.0000,61140750.28132235,-139214763.1471235,7739.745566137135,26.78095631789052,11.87273977620806,-1.431137751950473e-05,507.18134586619,152049142.3289732,
2460507.625,A.D. 2024-Jul-16 03:00:00.0000,61237146.62172209,-139171987.3790423,7739.681126534939,26.77256404636856,11.89157475262942,-2.150103378095736e-05,507.1801236413429,152048775.9151821,
2460507.666666667,A.D. 2024-Jul-16 04:00:00.0000,61333512.72748674,-139129143.8166245,7739.590667888522,26.76415930029431,11.9104032957456,-2.876635835225017e-05,507.1788978037247,152048408.4183094,
2460507.708333333,A.D. 2024-Jul-16 05:00:00.0000,61429848.55372833,-139086232.4830385,7739.473918266594,26.75574209100182,11.92922540085958,-3.61070882926029e-05,507.177668362914,152048039.8412268,
2460507.75,A.D. 2024-Jul-16 06:00:00.0000,61526154.0555997,-139043253.4014694,7739.330606684089,26.74731242983824,11.94804106335063,-4.35229540922677e-05,507.1764353284914,152047670.1868064,
2460507.791666667,A.D. 2024-Jul-16 07:00:00.0000,61622429.18829456,-139000206.595119,7739.160463169217,26.73887032816303,11.96685027867538,-5.101367955795411e-05,507.1751987100394,152047299.4579211,
2460507.833333333,A.D. 2024-Jul-16 08:00:00.0000,61718673.90704751,-138957092.0872049,7738.963218696415,26.73041579734754,11.98565304236876,-5.857898173111664e-05,507.1739585171415,152046927.6574439,
2460507.875,A.D. 2024-Jul-16 09:00:00.0000,61814888.16713415,-138913909.9009612,7738.738605350256,26.72194884877418,12.00444935004505,-6.621857078403792e-05,507.1727147593823,152046554.7882481,
2460507.916666667,A.D. 2024-Jul-16 10:00:00.0000,61911071.92387105,-138870660.059637,7738.486356206238,26.71346949383585,12.0232391973989,-7.393214992035269e-05,507.1714674463462,152046180.8532071,
2460507.958333333,A.D. 2024-Jul-16 11:00:00.0000,62007225.13261582,-138827342.5864973,7738.206205457449,26.70497774393519,12.04202258020632,-8.171941528267723e-05,507.1702165876178,152045805.8551943,
2460508.0,A.D. 2024-Jul-16 12:00:00.0000,62103347.74876713,-138783957.504822,7737.897888369858,26.69647361048385,12.06079949432569,-8.95800558469162e-05,507.1689621927803,152045429.7970826,
2460508.041666667,A.D. 2024-Jul-16 13:00:00.0000,62199439.72776475,-138740504.8379055,7737.561141379178,26.68795710490173,12.07956993569882,-9.751375332989198e-05,507.1677042714159,152045052.6817448,
2460508.083333333,A.D. 2024-Jul-16 14:00:00.0000,62295501.02508957,-138696984.609057,7737.195702068508,26.6794282386162,12.0983339003519,-0.0001055201820818752,507.1664428331048,152044674.512053,
2460508.125,A.D. 2024-Jul-16 15:00:00.0000,62391531.59626365,-138653396.8415997,7736.80130918324,26.67088702306123,12.11709138439653,-0.0001135990089977668,507.1651778874246,152044295.2908782,
2460508.166666667,A.D. 2024-Jul-16 16:00:00.0000,62487531.39685021,-138609741.5588706,7736.377702742815,26.6623334696766,12.13584238403076,-0.0001217498934087402,507.1639094439499,152043915.0210912,
2460508.208333333,A.D. 2024-Jul-16 17:00:00.0000,62583500.38245367,-138566018.7842204,7735.924623921514,26.65376758990697,12.15458689554003,-0.0001299724869801011,507.1626375122516,152043533.7055609,
2460508.25,A.D. 2024-Jul-16 18:00:00.0000,62679438.50871962,-138522228.5410129,7735.441815197468,26.64518939520098,12.17332491529824,-0.0001382664336242456,507.1613621018961,152043151.3471555,
2460508.291666667,A.D. 2024-Jul-16 19:00:00.0000,62775345.73133492,-138478370.8526246,7734.929020397365,26.63659889701034,12.19205643976868,-0.0001466313693860855,507.1600832224449,152042767.9487413,
2460508.333333333,A.D. 2024-Jul-16 20:00:00.0000,62871222.00602766,-138434445.742445,7734.385984607041,26.6279961067888,12.21078146550506,-0.0001550669223515655,507.158800883454,152042383.5131832,
2460508.375,A.D. 2024-Jul-16 21:00:00.0000,62967067.28856712,-138390453.2338755,7733.812454275787,26.61938103599119,12.22949998915248,-0.000163572712549076,507.1575150944731,152041998.0433442,
2460508.416666667,A.D. 2024-Jul-16 22:00:00.0000,63062881.53476385,-138346393.3503295,7733.208177253604,26.61075369607237,12.24821200744841,-0.0001721483518402067,507.1562258650449,152041611.542085,
2460508.458333333,A.D. 2024-Jul-16 23:00:00.0000,63158664.70046964,-138302266.1152321,7732.572902798653,26.60211409848617,12.26691751722366,-0.0001807934438300407,507.1549332047048,152041224.0122643,
2460508.5,A.D. 2024-Jul-17 00:00:00.0000,63254416.74157748,-138258071.5520194,7731.906381592155,26.59346225468426,12.28561651540335,-0.0001895075837659022,507.1536371229791,152040835.4567379,
2460508.541666667,A.D. 2024-Jul-17 01:00:00.0000,63350137.61402164,-138213809.6841387,7731.208365827799,26.5847981761151,12.30430899900781,-0.000198290358436104,507.152337629386,152040445.8783595,
2460508.583333333,A.D. 2024-Jul-17 02:00:00.0000,63445827.27377753,-138169480.5350475,7730.478609159589,26.57612187422266,12.32299496515365,-0.000207141346066031,507.1510347334336,152040055.2799794,
2460508.625,A.D. 2024-Jul-17 03:00:00.0000,63541485.67686178,-138125084.1282139,7729.716866806149,26.56743336044535,12.34167441105455,-0.0002160601162337628,507.1497284446192,152039663.6644449,
2460508.666666667,A.D. 2024-Jul-17 04:00:00.0000,63637112.77933219,-138080620.4871154,7728.922895513475,26.55873264621471,12.36034733402224,-0.000225046229760828,507.148418772429,152039271.0345998,
2460508.708333333,A.D. 2024-Jul-17 05:00:00.0000,63732708.53728769,-138036089.6352395,7728.096453666687,26.55001974295422,12.37901373146743,-0.0002340992386224983,507.1471057263375,152038877.3932846,
2460508.75,A.D. 2024-Jul-17 06:00:00.0000,63828272.90686833,-137991491.5960825,7727.237301260233,26.54129466207797,12.39767360090068,-0.0002432186858518648,507.1457893158061,152038482.7433356,
2460508.791666667,A.D. 2024-Jul-17 07:00:00.0000,63923805.84425521,-137946826.3931496,7726.345199964941,26.53255741498931,12.41632693993329,-0.000252404105437698,507.1444695502826,152038087.0875854,
2460508.833333333,A.D. 2024-Jul-17 08:00:00.0000,64019307.30567046,-137902094.0499542,7725.419913113117,26.52380801307955,12.43497374627819,-0.0002616550222303005,507.1431464392002,152037690.4288618,
2460508.875,A.D. 2024-Jul-17 09:00:00.0000,64114777.24737725,-137857294.5900182,7724.461205787957,26.5150464677266,12.45361401775076,-0.000270970951856242,507.1418199919772,152037292.7699884,
2460508.916666667,A.D. 2024-Jul-17 10:00:00.0000,64210215.6256796,-137812428.0368708,7723.46884483844,26.50627279029347,12.47224775226969,-0.0002803514006197716,507.1404902180156,152036894.1137839,
2460508.958333333,A.D. 2024-Jul-17 11:00:00.0000,64305622.39692248,-137767494.4140486,7722.442598894238,26.49748699212684,12.4908749478578,-0.0002897958654104471,507.1391571267005,152036494.4630617,
2460509.0,A.D. 2024-Jul-17 12:00:00.0000,64400997.51749162,-137722493.7450952,7721.382238410413,26.48868908455566,12.50949560264284,-0.0002993038336160936,507.1378207273989,152036093.8206303,
2460509.041666667,A.D. 2024-Jul-17 13:00:00.0000,64496340.94381357,-137677426.0535606,7720.287535719573,26.47987907888953,12.52810971485826,-0.0003088747830277683,507.1364810294593,152035692.189292,
2460509.083333333,A.D. 2024-Jul-17 14:00:00.0000,64591652.63235547,-137632291.3630013,7719.158265031874,26.47105698641722,12.54671728284401,-0.0003185081817580482,507.1351380422107,152035289.5718437,
2460509.125,A.D. 2024-Jul-17 15:00:00.0000,64686932.53962512,-137587089.6969791,7717.994202502072,26.46222281840508,12.56531830504724,-0.0003282034881539886,507.1337917749613,152034885.9710758,
2460509.166666667,A.D. 2024-Jul-17 16:00:00.0000,64782180.62217083,-137541821.0790616,7716.795126274228,26.45337658609539,12.58391278002305,-0.0003379601507065289,507.1324422369975,152034481.3897725,
2460509.208333333,A.D. 2024-Jul-17 17:00:00.0000,64877396.83658131,-137496485.5328212,7715.560816474259,26.44451830070479,12.60250070643521,-0.0003477776079705563,507.1310894375843,152034075.8307112,
2460509.25,A.D. 2024-Jul-17 18:00:00.0000,64972581.13948563,-137451083.081835,7714.291055239737,26.43564797342254,12.62108208305679,-0.0003576552884805295,507.129733385962,152033669.2966622,
2460509.291666667,A.D. 2024-Jul-17 19:00:00.0000,65067733.48755308,-137405613.7496843,7712.9856268242,26.42676561540885,12.63965690877084,-0.0003675926106758709,507.1283740913474,152033261.7903886,
2460509.333333333,A.D. 2024-Jul-17 20:00:00.0000,65162853.83749305,-137360077.5599542,7711.644317574799,26.41787123779314,12.65822518257102,-0.0003775889828174783,507.1270115629316,152032853.3146456,
2460509.375,A.D. 2024-Jul-17 21:00:00.0000,65257942.14605498,-137314474.5362332,7710.266916006804,26.40896485167225,12.6767869035622,-0.0003876438029077889,507.1256458098794,152032443.8721811,
2460509.416666667,A.D. 2024-Jul-17 22:00:00.0000,65352998.37002816,-137268804.7021128,7708.853212788701,26.40004646810869,12.69534207096103,-0.0003977564586259419,507.1242768413279,152032033.4657342,
2460509.458333333,A.D. 2024-Jul-17 23:00:00.0000,65448022.46624167,-137223068.0811874,7707.403000846505,26.39111609812876,12.71389068409648,-0.0004079263272451783,507.1229046663864,152031622.0980356,
2460509.5,A.D. 2024-Jul-18 00:00:00.0000,65543014.39156419,-137177264.6970531,7705.916075348854,26.38217375272073,12.73243274241038,-0.0004181527755680037,507.1215292941341,152031209.7718074,
2460509.541666667,A.D. 2024-Jul-18 01:00:00.0000,65637974.10290388,-137131394.5733083,7704.392233736813,26.37321944283292,12.75096824545789,-0.0004284351598560221,507.1201507336196,152030796.4897623,
2460509.583333333,A.D. 2024-Jul-18 02:00:00.0000,65732901.55720829,-137085457.7335526,7702.831275857985,26.36425317937181,12.76949719290796,-0.0004387728257668755,507.1187689938603,152030382.2546036,
2460509.625,A.D. 2024-Jul-18 03:00:00.0000,65827796.71146411,-137039454.2013864,7701.233003854752,26.35527497320008,12.78801958454375,-0.0004491651082885184,507.1173840838405,152029967.0690246,
2460509.666666667,A.D. 2024-Jul-18 04:00:00.0000,65922659.52269707,-136993384.000411,7699.597222343087,26.34628483513463,12.80653542026303,-0.0004596113316708283,507.1159960125111,152029550.9357089,
2460509.708333333,A.D. 2024-Jul-18 05:00:00.0000,66017489.94797173,-136947247.1542276,7697.923738367856,26.33728277594459,12.82504470007856,-0.0004701108093829731,507.1146047887871,152029133.857329,
2460509.75,A.D. 2024-Jul-18 06:00:00.0000,66112287.94439138,-136901043.6864373,7696.212361440063,26.32826880634928,12.84354742411834,-0.0004806628440450211,507.1132104215485,152028715.8365472,
2460509.791666667,A.D. 2024-Jul-18 07:00:00.0000,66207053.46909777,-136854773.6206405,7694.462903656065,26.31924293701616,12.862043592626,-0.0004912667273790916,507.1118129196371,152028296.8760142,
2460509.833333333,A.D. 2024-Jul-18 08:00:00.0000,66301786.47927095,-136808436.9804366,7692.67517965287,26.31020517855874,12.88053320596097,-0.0005019217401631693,507.1104122918572,152027876.9783693,
2460509.875,A.D. 2024-Jul-18 09:00:00.0000,66396486.93212911,-136762033.7894233,7690.849006660283,26.30115554153445,12.89901626459871,-0.0005126271521751491,507.1090085469727,152027456.1462399,
2460509.916666667,A.D. 2024-Jul-18 10:00:00.0000,66491154.78492832,-136715564.0711964,7688.984204567969,26.29209403644256,12.91749276913091,-0.0005233822221573092,507.1076016937069,152027034.3822414,
2460509.958333333,A.D. 2024-Jul-18 11:00:00.0000,66585789.99496234,-136669027.8493496,7687.080595977604,26.28302067372196,12.9359627202656,-0.0005341861977692375,507.1061917407415,152026611.6889762,
2460510.0,A.D. 2024-Jul-18 12:00:00.0000,66680392.51956242,-136622425.1474736,7685.138006165624,26.27393546374901,12.95442611882728,-0.0005450383155594096,507.1047786967143,152026188.069034,
2460510.041666667,A.D. 2024-Jul-18 13:00:00.0000,66774962.31609701,-136575755.989156,7683.156263247132,26.26483841683532,12.97288296575689,-0.0005559378009198923,507.1033625702194,152025763.5249912,
2460510.083333333,A.D. 2024-Jul-18 14:00:00.0000,66869499.34197159,-136529020.3979809,7681.135198108852,26.25572954322552,12.99133326211192,-0.0005668838680605859,507.1019433698046,152025338.0594105,
2460510.125,A.D. 2024-Jul-18 15:00:00.0000,66964003.55462841,-136482218.3975281,7679.074644461274,26.246608853095,13.0097770090663,-0.0005778757199861317,507.1005211039714,152024911.6748404,
2460510.166666667,A.D. 2024-Jul-18 16:00:00.0000,67058474.91154619,-136435350.0113733,7676.97443895787,26.23747635654767,13.02821420791038,-0.0005889125484630497,507.0990957811725,152024484.3738151,
2460510.208333333,A.D. 2024-Jul-18 17:00:00.0000,67152913.3702399,-136388415.2630872,7674.834421128035,26.22833206361362,13.04664486005074,-0.0005999935340117446,507.0976674098114,152024056.1588538,
2460510.25,A.D. 2024-Jul-18 18:00:00.0000,67247318.88826048,-136341414.1762352,7672.654433503747,26.21917598424686,13.06506896701008,-0.0006111178458789723,507.096235998241,152023627.0324607,
2460510.291666667,A.D. 2024-Jul-18 19:00:00.0000,67341691.42319462,-136294346.774377,7670.434321656823,26.21000812832294,13.08348653042698,-0.0006222846420325112,507.0948015547619,152023196.9971243,
2460510.333333333,A.D. 2024-Jul-18 20:00:00.0000,67436030.9326643,-136247213.0810663,7668.173934131861,26.2008285056366,13.10189755205563,-0.0006334930691531682,507.0933640876214,152022766.0553169,
2460510.375,A.D. 2024-Jul-18 21:00:00.0000,67530337.37432674,-136200013.1198501,7665.873122632504,26.1916371258995,13.12030203376551,-0.0006447422626267851,507.0919236050123,152022334.2094948,
2460510.416666667,A.D. 2024-Jul-18 22:00:00.0000,67624610.70587388,-136152746.9142687,7663.531741976738,26.1824339987377,13.13869997754105,-0.0006560313465504564,507.0904801150709,152021901.4620972,
2460510.458333333,A.D. 2024-Jul-18 23:00:00.0000,67718850.88503218,-136105414.4878548,7661.149650134146,26.17321913368935,13.15709138548119,-0.0006673594337236466,507.0890336258771,152021467.8155464,
2460510.5,A.D. 2024-Jul-19 00:00:00.0000,67813057.86956231,-136058015.8641336,7658.726708330214,26.1639925402023,13.17547625979895,-0.00067872562568283,507.0875841454513,152021033.2722467,
2460510.541666667,A.D. 2024-Jul-19 01:00:00.0000,67907231.61725874,-136010551.0666218,7656.262781001627,26.15475422763162,13.19385460282086,-0.0006901290126837267,507.0861316817538,152020597.8345847,
2460510.583333333,A.D. 2024-Jul-19 02:00:00.0000,68001372.08594948,-135963020.1188279,7653.757735908031,26.14550420523718,13.21222641698643,-0.0007015686737421589,507.0846762426843,152020161.5049285,
2460510.625,A.D. 2024-Jul-19 03:00:00.0000,68095479.23349567,-135915423.0442511,7651.211444139481,26.13624248218127,13.23059170484753,-0.0007130436766473736,507.083217836079,152019724.2856275,
2460510.666666667,A.D. 2024-Jul-19 04:00:00.0000,68189553.01779127,-135867759.8663813,7648.623780153692,26.12696906752608,13.24895046906767,-0.0007245530779860232,507.08175646971,152019286.1790118,
2460510.708333333,A.D. 2024-Jul-19 05:00:00.0000,68283593.3967627,-135820030.6086988,7645.99462185055,26.11768397023125,13.26730271242132,-0.0007360959231847986,507.0802921512845,152018847.1873917,
2460510.75,A.D. 2024-Jul-19 06:00:00.0000,68377600.3283684,-135772235.2946735,7643.323850534856,26.10838719915148,13.28564843779307,-0.0007476712465352975,507.0788248884418,152018407.3130575,
2460510.791666667,A.D. 2024-Jul-19 07:00:00.0000,68471573.77059853,-135724373.9477647,7640.611351065338,26.09907876303398,13.30398764817683,-0.0007592780712393221,507.0773546887539,152017966.5582793,
2460510.833333333,A.D. 2024-Jul-19 08:00:00.0000,68565513.68147455,-135676446.5914209,7637.857011802495,26.08975867051602,13.3223203466749,-0.0007709154094603932,507.0758815597221,152017524.925306,
2460510.875,A.D. 2024-Jul-19 09:00:00.0000,68659420.01904881,-135628453.2490791,7635.060724690557,26.08042693012247,13.340646536497,-0.0007825822623725998,507.0744055087773,152017082.4163651,
2460510.916666667,A.D. 2024-Jul-19 10:00:00.0000,68753292.74140409,-135580393.9441646,7632.222385317087,26.07108355026335,13.3589662209593,-0.0007942776202094493,507.0729265432777,152016639.0336626,
2460510.958333333,A.D. 2024-Jul-19 11:00:00.0000,68847131.8066533,-135532268.7000905,7629.341892853379,26.06172853923127,13.3772794034833,-0.0008060004623411388,507.0714446705068,152016194.7793822,
2460511.0,A.D. 2024-Jul-19 12:00:00.0000,68940937.17293896,-135484077.5402576,7626.419150233269,26.05236190519908,13.39558608759473,-0.0008177497573296222,507.0699598976739,152015749.6556851,
2460511.041666667,A.D. 2024-Jul-19 13:00:00.0000,69034708.79843281,-135435820.4880536,7623.454064100981,26.04298365621729,13.41388627692229,-0.0008295244630023291,507.0684722319104,152015303.6647092,
2460511.083333333,A.D. 2024-Jul-19 14:00:00.0000,69128446.6413353,-135387497.566853,7620.446544870734,26.03359380021169,13.4321799751965,-0.0008413235265347652,507.0669816802701,152014856.8085691,
2460511.125,A.D. 2024-Jul-19 15:00:00.0000,69222150.65987526,-135339108.8000168,7617.396506763995,26.02419234498081,13.45046718624829,-0.0008531458845322248,507.0654882497267,152014409.0893557,
2460511.166666667,A.D. 2024-Jul-19 16:00:00.0000,69315820.8123093,-135290654.210892,7614.303867846727,26.0147792981936,13.46874791400768,-0.0008649904631123917,507.0639919471733,152013960.5091352,
2460511.208333333,A.D. 2024-Jul-19 17:00:00.0000,69409457.05692144,-135242133.8228111,7611.168550059199,26.00535466738683,13.48702216250233,-0.0008768561780074791,507.0624927794197,152013511.0699495,
2460511.25,A.D. 2024-Jul-19 18:00:00.0000,69503059.35202254,-135193547.6590921,7607.990479312837,25.99591845996278,13.50528993585604,-0.0008887419346628178,507.0609907531922,152013060.7738148,
2460511.291666667,A.D. 2024-Jul-19 19:00:00.0000,69596627.65594995,-135144895.743038,7604.769585415721,25.9864706831868,13.52355123828719,-0.0009006466283381087,507.0594858751317,152012609.622722,
2460511.333333333,A.D. 2024-Jul-19 20:00:00.0000,69690161.92706683,-135096178.0979364,7601.505802191794,25.97701134418486,13.54180607410715,-0.0009125691442211092,507.057978151792,152012157.618636,
2460511.375,A.D. 2024-Jul-19 21:00:00.0000,69783662.1237618,-135047394.7470591,7598.199067533016,25.96754044994127,13.56005444771857,-0.0009245083575404324,507.0564675896385,152011704.7634951,
2460511.416666667,A.D. 2024-Jul-19 22:00:00.0000,69877128.20444833,-134998545.7136621,7594.849323347211,25.95805800729618,13.57829636361362,-0.0009364631336925556,507.0549541950473,152011251.0592106,
2460511.458333333,A.D. 2024-Jul-19 23:00:00.0000,69970560.12756428,-134949631.0209849,7591.456515669823,25.94856402294332,13.59653182637227,-0.000948432328372384,507.0534379743027,152010796.5076667,
2460511.5,A.D. 2024-Jul-20 00:00:00.0000,70063957.85157132,-134900650.6922504,7588.020594656467,25.9390585034277,13.61476084066031,-0.000960414787695818,507.0519189335969,152010341.1107197,
2460511.541666667,A.D. 2024-Jul-20 01:00:00.0000,70157321.33495446,-134851604.7506646,7584.54151467979,25.92954145514319,13.63298341122754,-0.0009724093483489682,507.050397079028,152009884.8701978,
2460511.583333333,A.D. 2024-Jul-20 02:00:00.0000,70250650.53622133,-134802493.2194162,7581.019234232605,25.92001288433038,13.6511995429057,-0.0009844148377284867,507.0488724165982,152009427.7879004,
2460511.625,A.D. 2024-Jul-20 03:00:00.0000,70343945.4139019,-134753316.1216764,7577.453716143966,25.91047279707421,13.66940924060645,-0.000996430074096999,507.0473449522136,152008969.865598,
2460511.666666667,A.D. 2024-Jul-20 04:00:00.0000,70437205.92654766,-134704073.4805986,7573.844927430153,25.90092119930182,13.68761250931928,-0.001008453866734982,507.0458146916812,152008511.1050316,
2460511.708333333,A.D. 2024-Jul-20 05:00:00.0000,70530432.03273118,-134654765.3193181,7570.192839488387,25.89135809678033,13.70580935410931,-0.001020485016104189,507.044281640709,152008051.5079124,
2460511.75,A.D. 2024-Jul-20 06:00:00.0000,70623623.69104552,-134605391.6609516,7566.497427940369,25.88178349511466,13.72399978011508,-0.001032522314020845,507.0427458049033,152007591.0759212,
2460511.791666667,A.D. 2024-Jul-20 07:00:00.0000,70716780.86010356,-134555952.5285975,7562.758672900498,25.87219739974546,13.74218379254626,-0.001044564543819071,507.0412071897685,152007129.810708,
2460511.833333333,A.D. 2024-Jul-20 08:00:00.0000,70809903.49853757,-134506447.9453352,7558.97655877471,25.86259981594691,13.76036139668129,-0.001056610480543618,507.0396658007044,152006667.7138917,
2460511.875,A.D. 2024-Jul-20 09:00:00.0000,70902991.5649984,-134456877.9342249,7555.151074461639,25.8529907488248,13.77853259786499,-0.001068658891126617,507.0381216430067,152006204.78706,
2460511.916666667,A.D. 2024-Jul-20 10:00:00.0000,70996045.01815505,-134407242.5183077,7551.282213285565,25.84337020331435,13.79669740150608,-0.001080708534577646,507.0365747218632,152005741.0317681,
2460511.958333333,A.D. 2024-Jul-20 11:00:00.0000,71089063.81669392,-134357541.7206046,7547.369973033667,25.83373818417839,13.81485581307467,-0.001092758162189789,507.0350250423545,152005276.449539,
2460512.0,A.D. 2024-Jul-20 12:00:00.0000,71182047.91931829,-134307775.5641173,7543.414356045425,25.82409469600527,13.83300783809965,-0.001104806517730594,507.0334726094518,152004811.0418632,
